Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2014-117968,8/5/2014,8/7/2014,Second Class,RS-19420
CA-2016-152247,11/7/2016,11/12/2016,Standard Class,MA-17995
CA-2016-128223,6/14/2016,6/14/2016,Same Day,EB-13705
CA-2016-154235,9/24/2016,9/28/2016,Standard Class,RD-19900
CA-2016-133935,9/18/2016,9/22/2016,Standard Class,JW-15220
CA-2016-133935,9/18/2016,9/22/2016,Standard Class,JW-15220
CA-2016-136301,3/13/2016,3/15/2016,Second Class,EH-13765
CA-2016-167682,4/3/2016,4/9/2016,Standard Class,ZD-21925
CA-2016-159639,11/27/2016,12/2/2016,Standard Class,PC-18745
US-2016-113985,12/2/2016,12/7/2016,Standard Class,KD-16495
US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120
US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120
US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120
CA-2016-130288,11/26/2016,11/30/2016,Second Class,DK-13225
US-2014-118997,4/8/2014,4/12/2014,Standard Class,RA-19885
CA-2014-114314,10/11/2014,10/15/2014,Standard Class,DB-13555
US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615
CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465
CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265
CA-2014-155796,11/11/2014,11/15/2014,Second Class,TS-21430
CA-2014-155796,11/11/2014,11/15/2014,Second Class,TS-21430
CA-2016-127138,3/12/2016,3/15/2016,Second Class,DK-13225
CA-2017-150602,2/9/2017,2/14/2017,Second Class,ML-17395
CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145
CA-2017-115105,2/6/2017,2/11/2017,Standard Class,BD-11770
CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465
CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465
CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030
CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030
US-2017-163300,9/15/2017,9/21/2017,Standard Class,ES-14020
CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640
CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640
US-2014-112991,12/10/2014,12/14/2014,Standard Class,SH-19975
CA-2014-124079,12/13/2014,12/17/2014,Standard Class,RF-19345
CA-2017-107244,9/7/2017,9/11/2017,Standard Class,AG-10390
CA-2015-100657,11/2/2015,11/7/2015,Standard Class,SW-20245
CA-2017-129028,4/1/2017,4/3/2017,First Class,GB-14530
CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555
CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555
US-2017-152492,7/6/2017,7/6/2017,Same Day,AH-10585
CA-2016-101168,12/25/2016,1/1/2017,Standard Class,SS-20140
CA-2015-130253,12/14/2015,12/18/2015,Standard Class,PP-18955
CA-2016-131205,9/4/2016,9/8/2016,Standard Class,AA-10645
CA-2016-117912,2/4/2016,2/8/2016,Standard Class,TB-21520
CA-2017-145702,5/19/2017,5/24/2017,Second Class,AH-10075
CA-2015-113215,9/3/2015,9/8/2015,Standard Class,CP-12085
CA-2016-154662,6/9/2016,6/16/2016,Standard Class,BF-11215
CA-2016-124016,9/23/2016,9/26/2016,Second Class,JS-15940
CA-2017-166695,5/20/2017,5/24/2017,Standard Class,CC-12430
CA-2017-166695,5/20/2017,5/24/2017,Standard Class,CC-12430
CA-2016-151561,9/1/2016,9/7/2016,Standard Class,PG-18820
US-2014-165589,2/18/2014,2/18/2014,Same Day,TB-21595
CA-2015-114048,12/14/2015,12/18/2015,Standard Class,EH-13945
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,SV-20365
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,SV-20365
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,SV-20365
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,SV-20365
US-2017-132381,8/22/2017,8/24/2017,First Class,Dp-13240
CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920
CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920
CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920
CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210
CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210
CA-2016-124100,3/31/2016,4/6/2016,Standard Class,EH-13990
CA-2014-163447,12/27/2014,12/31/2014,Standard Class,TB-21190
CA-2016-148096,8/16/2016,8/19/2016,First Class,AO-10810
CA-2014-131247,3/30/2014,4/4/2014,Standard Class,GA-14725
CA-2017-101322,12/28/2017,12/31/2017,First Class,JG-15310
US-2016-106600,4/8/2016,4/11/2016,First Class,RM-19375
CA-2014-111871,3/18/2014,3/21/2014,Second Class,EK-13795
CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805
CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805
CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605
CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605
CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575
CA-2016-143609,12/11/2016,12/13/2016,First Class,DB-13270
CA-2016-157259,12/24/2016,12/28/2016,Standard Class,JM-15535
CA-2016-118332,12/16/2016,12/23/2016,Standard Class,PK-19075
CA-2017-145660,12/1/2017,12/3/2017,First Class,MG-17650
CA-2016-133697,10/20/2016,10/24/2016,Second Class,CM-12445
CA-2017-119809,8/18/2017,8/25/2017,Standard Class,YS-21880
CA-2015-161711,11/28/2015,12/3/2015,Standard Class,MC-17425
CA-2017-140627,12/23/2017,12/27/2017,Standard Class,DK-12985
CA-2015-133445,10/5/2015,10/9/2015,Standard Class,JF-15490
CA-2015-133445,10/5/2015,10/9/2015,Standard Class,JF-15490
US-2017-142188,9/11/2017,9/11/2017,Same Day,JF-15415
CA-2015-134075,12/12/2015,12/16/2015,Standard Class,HA-14905
CA-2017-141572,5/28/2017,5/31/2017,Second Class,LO-17170
CA-2015-112305,11/20/2015,11/25/2015,Standard Class,KB-16405
CA-2017-121580,5/29/2017,6/4/2017,Standard Class,ML-17410
CA-2015-151624,9/8/2015,9/14/2015,Standard Class,VW-21775
CA-2017-102379,12/2/2017,12/6/2017,Standard Class,BB-11545
US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375
US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375
CA-2015-116484,11/20/2015,11/26/2015,Standard Class,JK-15205
CA-2016-100944,9/24/2016,9/28/2016,Standard Class,EH-13765
CA-2016-125080,10/21/2016,10/26/2016,Standard Class,VW-21775
CA-2014-100090,7/8/2014,7/12/2014,Standard Class,EB-13705
US-2015-139675,3/13/2015,3/18/2015,Second Class,NF-18595
US-2015-139675,3/13/2015,3/18/2015,Second Class,NF-18595
CA-2017-143756,12/2/2017,12/5/2017,First Class,ME-17725
CA-2017-107314,11/30/2017,12/3/2017,First Class,MZ-17335
CA-2016-163328,11/4/2016,11/6/2016,Second Class,TP-21565
CA-2016-163328,11/4/2016,11/6/2016,Second Class,TP-21565
CA-2014-112837,9/11/2014,9/16/2014,Standard Class,LW-17125
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865
CA-2016-165995,8/30/2016,9/6/2016,Standard Class,BG-11740
CA-2017-143112,10/5/2017,10/9/2017,Standard Class,TS-21370
CA-2017-161557,9/3/2017,9/8/2017,Standard Class,AG-10900
CA-2016-103919,10/3/2016,10/7/2016,Standard Class,TP-21565
CA-2016-113425,11/21/2016,11/21/2016,Same Day,JK-16120
CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430
CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780
US-2016-116442,12/15/2016,12/22/2016,Standard Class,BP-11230
CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595
CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075
CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725
CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725
CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110
CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710
CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935
CA-2015-149650,10/24/2015,10/27/2015,First Class,RD-19660
CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395
CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395
US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160
US-2017-113992,12/14/2017,12/19/2017,Standard Class,LC-16885
CA-2014-166891,10/4/2014,10/6/2014,First Class,CC-12220
CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110
US-2017-119816,3/4/2017,3/6/2017,Second Class,TT-21460
CA-2017-161102,7/31/2017,8/3/2017,First Class,EC-14050
US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780
US-2016-155404,9/22/2016,9/28/2016,Standard Class,AS-10630
CA-2016-163804,12/2/2016,12/8/2016,Standard Class,DB-13270
CA-2014-149524,1/14/2014,1/15/2014,First Class,BS-11590
CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550
CA-2017-113908,6/3/2017,6/9/2017,Standard Class,KN-16390
CA-2014-149594,9/15/2014,9/19/2014,Standard Class,MF-18250
CA-2016-113845,11/20/2016,11/25/2016,Standard Class,FA-14230
CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515
US-2016-128909,10/9/2016,10/11/2016,Second Class,SP-20545
US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480
US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480
CA-2017-138289,1/16/2017,1/18/2017,Second Class,AR-10540
CA-2014-128209,11/17/2014,11/22/2014,Standard Class,GT-14710
CA-2014-169684,10/20/2014,10/23/2014,First Class,FH-14365
CA-2015-109862,10/25/2015,10/30/2015,Standard Class,HK-14890
US-2017-107888,11/16/2017,11/19/2017,First Class,CC-12220
CA-2014-113880,3/1/2014,3/5/2014,Standard Class,VF-21715
US-2015-164966,7/30/2015,8/1/2015,First Class,GH-14410
CA-2015-126739,11/1/2015,11/3/2015,Second Class,JH-16180
CA-2015-166947,6/5/2015,6/10/2015,Standard Class,EB-13750
CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995
CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995
CA-2014-100678,4/18/2014,4/22/2014,Standard Class,KM-16720
CA-2017-123085,3/3/2017,3/8/2017,Standard Class,EJ-13720
CA-2016-169887,10/22/2016,10/22/2016,Same Day,MS-17530
CA-2017-104731,7/21/2017,7/27/2017,Standard Class,AM-10705
CA-2017-104731,7/21/2017,7/27/2017,Standard Class,AM-10705
CA-2014-154095,12/2/2014,12/7/2014,Standard Class,ON-18715
CA-2014-154095,12/2/2014,12/7/2014,Standard Class,ON-18715
CA-2016-148852,5/26/2016,5/31/2016,Standard Class,SV-20785
CA-2015-107678,4/21/2015,4/28/2015,Standard Class,JK-16090
CA-2015-107678,4/21/2015,4/28/2015,Standard Class,JK-16090
CA-2016-123512,6/17/2016,6/19/2016,First Class,MV-18190
US-2017-167402,1/13/2017,1/18/2017,Second Class,CP-12085
CA-2014-130449,9/6/2014,9/9/2014,First Class,VP-21760
CA-2015-141250,1/19/2015,1/23/2015,Standard Class,PM-18940
CA-2015-141250,1/19/2015,1/23/2015,Standard Class,PM-18940
CA-2016-105081,12/25/2016,12/30/2016,Standard Class,JE-15715
CA-2016-105081,12/25/2016,12/30/2016,Standard Class,JE-15715
CA-2014-108609,10/31/2014,11/2/2014,Second Class,AJ-10780
US-2016-127334,12/15/2016,12/21/2016,Standard Class,MP-18175
US-2017-124779,9/8/2017,9/11/2017,First Class,BF-11020
US-2017-124779,9/8/2017,9/11/2017,First Class,BF-11020
CA-2017-135937,2/20/2017,2/27/2017,Standard Class,KM-16375
CA-2017-135937,2/20/2017,2/27/2017,Standard Class,KM-16375
CA-2017-162173,10/26/2017,11/1/2017,Standard Class,OT-18730
CA-2017-122175,5/12/2017,5/14/2017,Second Class,CA-12775
CA-2015-135510,9/5/2015,9/12/2015,Standard Class,TW-21025
CA-2014-150329,10/10/2014,10/14/2014,Standard Class,SD-20485
CA-2014-109134,11/5/2014,11/10/2014,Standard Class,DE-13255
US-2015-129637,12/17/2015,12/22/2015,Standard Class,MC-18100
CA-2017-145429,7/21/2017,7/25/2017,Standard Class,SW-20455
CA-2015-153535,5/20/2015,5/24/2015,Standard Class,SG-20470
CA-2015-123141,11/14/2015,11/19/2015,Standard Class,GZ-14470
CA-2015-123141,11/14/2015,11/19/2015,Standard Class,GZ-14470
CA-2017-107629,12/14/2017,12/14/2017,Same Day,DB-13060
CA-2017-107629,12/14/2017,12/14/2017,Same Day,DB-13060
CA-2016-134789,4/8/2016,4/15/2016,Standard Class,CK-12325
CA-2016-165827,11/4/2016,11/9/2016,Standard Class,MF-17665
CA-2015-156734,6/18/2015,6/20/2015,First Class,BV-11245
CA-2014-144029,5/26/2014,5/31/2014,Standard Class,MM-18055
US-2017-101784,7/6/2017,7/11/2017,Standard Class,PO-18850
CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155
CA-2017-124205,9/15/2017,9/19/2017,Standard Class,TC-21145
CA-2017-124205,9/15/2017,9/19/2017,Standard Class,TC-21145
CA-2016-162943,7/24/2016,7/26/2016,Second Class,DB-12970
CA-2017-100615,4/20/2017,4/24/2017,Standard Class,SJ-20215
CA-2017-100615,4/20/2017,4/24/2017,Standard Class,SJ-20215
US-2016-147711,9/3/2016,9/8/2016,Second Class,HF-14995
US-2016-147711,9/3/2016,9/8/2016,Second Class,HF-14995
CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775
CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775
CA-2015-118843,9/13/2015,9/20/2015,Standard Class,JH-15910
CA-2016-162348,11/10/2016,11/15/2016,Standard Class,BF-11170
CA-2015-145394,11/16/2015,11/20/2015,Standard Class,MC-17605
CA-2015-168809,8/25/2015,8/25/2015,Same Day,MC-18100
CA-2015-168809,8/25/2015,8/25/2015,Same Day,MC-18100
CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825
CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825
CA-2015-128125,3/31/2015,4/5/2015,Standard Class,EB-13705
CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760
CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760
CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425
CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170
CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170
CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170
CA-2015-154291,7/25/2015,7/29/2015,Standard Class,YS-21880
CA-2016-153101,9/8/2016,9/8/2016,Same Day,PJ-19015
CA-2017-142643,10/15/2017,10/20/2017,Standard Class,DL-13495
CA-2016-123946,9/12/2016,9/17/2016,Standard Class,AJ-10795
CA-2014-147543,7/6/2014,7/12/2014,Standard Class,BC-11125
CA-2014-101462,4/20/2014,4/25/2014,Standard Class,BP-11230
US-2016-100461,1/8/2016,1/12/2016,Standard Class,JO-15145
CA-2017-128965,4/17/2017,4/22/2017,Standard Class,PS-18760
US-2016-126452,8/21/2016,8/28/2016,Standard Class,SC-20230
US-2016-121013,9/5/2016,9/10/2016,Standard Class,MM-17920
US-2015-123918,10/15/2015,10/15/2015,Same Day,CG-12520
CA-2015-137113,12/1/2015,12/5/2015,Second Class,TW-21025
CA-2015-137113,12/1/2015,12/5/2015,Second Class,TW-21025
CA-2015-120677,5/31/2015,6/4/2015,Standard Class,BD-11320
CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140
US-2015-165512,5/24/2015,5/26/2015,Second Class,VS-21820
US-2017-135503,12/10/2017,12/15/2017,Standard Class,JE-16165
US-2017-115301,7/29/2017,8/2/2017,Standard Class,VG-21790
CA-2014-124247,12/16/2014,12/21/2014,Standard Class,SH-20635
CA-2015-137925,11/30/2015,12/4/2015,Standard Class,JL-15235
CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530
CA-2016-129847,9/2/2016,9/4/2016,First Class,TA-21385
CA-2016-106243,9/30/2016,10/4/2016,Standard Class,GM-14680
CA-2015-130365,4/25/2015,4/29/2015,Standard Class,ZC-21910
CA-2017-143021,11/19/2017,11/19/2017,Same Day,AP-10720
CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570
CA-2016-163937,1/10/2016,1/13/2016,Second Class,JB-16000
CA-2015-112144,6/28/2015,7/2/2015,Standard Class,CY-12745
CA-2015-109386,11/8/2015,11/13/2015,Second Class,RH-19600
CA-2015-104871,3/30/2015,4/3/2015,Standard Class,DR-12940
CA-2014-133158,8/19/2014,8/21/2014,Second Class,DW-13195
CA-2015-141740,11/1/2015,11/5/2015,Standard Class,JF-15490
CA-2014-119466,12/15/2014,12/21/2014,Standard Class,SP-20860
CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390
CA-2015-154823,8/21/2015,8/25/2015,Standard Class,KN-16390
CA-2017-141201,12/9/2017,12/11/2017,Second Class,DB-12910
CA-2014-124737,8/23/2014,8/27/2014,Standard Class,AP-10915
CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750
CA-2017-119494,11/9/2017,11/13/2017,Standard Class,JE-15610
CA-2017-103443,12/17/2017,12/23/2017,Standard Class,AT-10735
US-2017-165358,7/18/2017,7/23/2017,Standard Class,SV-20365
CA-2014-150581,4/8/2014,4/12/2014,Standard Class,NM-18445
CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850
CA-2016-165330,12/11/2016,12/11/2016,Same Day,WB-21850
CA-2016-106950,9/2/2016,9/6/2016,Standard Class,JE-15715
CA-2017-128944,6/19/2017,6/21/2017,Second Class,KH-16330
CA-2017-128944,6/19/2017,6/21/2017,Second Class,KH-16330
US-2016-102239,5/5/2016,5/6/2016,First Class,LW-16990
CA-2017-166926,12/1/2017,12/8/2017,Standard Class,SO-20335
CA-2015-128013,8/9/2015,8/16/2015,Standard Class,MF-18250
US-2016-117541,11/14/2016,11/20/2016,Standard Class,JM-16195
CA-2017-141439,11/26/2017,12/1/2017,Standard Class,TT-21460
CA-2017-141439,11/26/2017,12/1/2017,Standard Class,TT-21460
CA-2017-141439,11/26/2017,12/1/2017,Standard Class,TT-21460
CA-2015-163965,11/20/2015,11/27/2015,Standard Class,SS-20875
CA-2017-128783,9/7/2017,9/7/2017,Same Day,TG-21640
CA-2014-122217,11/24/2014,11/29/2014,Standard Class,HP-14815
US-2017-141558,3/11/2017,3/16/2017,Standard Class,MH-17290
CA-2017-100412,12/22/2017,12/26/2017,Standard Class,SR-20425
CA-2017-142909,12/22/2017,12/25/2017,Second Class,AG-10330
US-2015-136749,12/25/2015,12/27/2015,Second Class,LH-16900
CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325
CA-2014-117464,7/22/2014,7/24/2014,Second Class,NP-18325
US-2017-168613,10/8/2017,10/14/2017,Standard Class,GM-14440
CA-2017-128853,4/21/2017,4/23/2017,First Class,JM-15250
CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
CA-2017-133102,8/17/2017,8/24/2017,Standard Class,ED-13885
CA-2016-164399,11/12/2016,11/15/2016,First Class,DW-13480
CA-2016-147683,11/13/2016,11/17/2016,Standard Class,PO-19180
CA-2016-104276,11/27/2016,12/3/2016,Standard Class,HF-14995
CA-2016-120369,10/28/2016,10/28/2016,Same Day,VB-21745
CA-2014-118276,12/29/2014,1/2/2015,Standard Class,MG-17890
CA-2017-137414,10/2/2017,10/6/2017,Standard Class,CM-12115
CA-2016-109953,7/14/2016,7/18/2016,Standard Class,RB-19360
CA-2016-137337,3/8/2016,3/12/2016,Standard Class,GB-14575
CA-2016-101651,12/24/2016,12/30/2016,Standard Class,SC-20305
CA-2017-136651,4/23/2017,4/25/2017,Second Class,JF-15355
CA-2017-136651,4/23/2017,4/25/2017,Second Class,JF-15355
CA-2017-118892,8/17/2017,8/22/2017,Second Class,TP-21415
US-2014-127978,3/3/2014,3/8/2014,Standard Class,JS-15595
CA-2016-152730,5/30/2016,6/4/2016,Standard Class,EM-14140
US-2014-143721,11/23/2014,11/26/2014,Second Class,DK-12835
CA-2016-133368,1/14/2016,1/20/2016,Standard Class,AG-10675
CA-2016-123337,9/16/2016,9/22/2016,Standard Class,KD-16495
CA-2015-144519,11/13/2015,11/17/2015,Standard Class,AW-10930
CA-2017-169439,9/9/2017,9/13/2017,Standard Class,LC-17140
CA-2016-149965,6/20/2016,6/25/2016,Standard Class,BS-11365
CA-2016-113656,1/23/2016,1/29/2016,Standard Class,CB-12415
CA-2015-148964,5/26/2015,5/31/2015,Standard Class,RD-19900
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730
US-2017-117450,9/4/2017,9/8/2017,Standard Class,DO-13645
CA-2014-137274,3/29/2014,4/2/2014,Standard Class,MG-18145
CA-2016-144092,11/5/2016,11/7/2016,Second Class,LH-17155
CA-2016-132066,10/16/2016,10/20/2016,Standard Class,NB-18655
CA-2017-100097,11/26/2017,11/29/2017,Second Class,MN-17935
US-2017-126053,12/5/2017,12/8/2017,First Class,CS-11950
US-2014-131275,3/18/2014,3/24/2014,Standard Class,SC-20050
CA-2016-149349,11/12/2016,11/13/2016,First Class,SP-20650
CA-2015-125563,4/11/2015,4/17/2015,Standard Class,PR-18880
CA-2015-125563,4/11/2015,4/17/2015,Standard Class,PR-18880
CA-2015-113152,12/25/2015,12/30/2015,Standard Class,JK-15625
CA-2014-163412,12/20/2014,12/23/2014,Second Class,SM-20950
CA-2014-116190,7/26/2014,8/1/2014,Standard Class,SG-20470
CA-2014-116190,7/26/2014,8/1/2014,Standard Class,SG-20470
CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045
CA-2017-168389,12/11/2017,12/17/2017,Standard Class,DV-13045
CA-2016-114748,10/9/2016,10/14/2016,Standard Class,MZ-17335
US-2014-115189,12/30/2014,1/3/2015,Second Class,AR-10345
CA-2016-163594,4/12/2016,4/14/2016,First Class,JF-15295
CA-2016-127243,11/28/2016,12/4/2016,Standard Class,DS-13180
CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270
CA-2017-108035,11/29/2017,12/3/2017,Standard Class,TT-21070
CA-2017-108035,11/29/2017,12/3/2017,Standard Class,TT-21070
CA-2016-110975,12/25/2016,12/30/2016,Standard Class,DB-12970
CA-2016-110975,12/25/2016,12/30/2016,Standard Class,DB-12970
CA-2016-110009,9/8/2016,9/13/2016,Standard Class,TR-21325
CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535
CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535
CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535
CA-2015-100146,5/14/2015,5/19/2015,Standard Class,CB-12535
CA-2016-129728,5/30/2016,6/6/2016,Standard Class,JG-15310
CA-2014-121769,4/8/2014,4/12/2014,Standard Class,JS-15880
CA-2017-121125,5/30/2017,6/3/2017,Standard Class,MG-17890
US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770
CA-2017-135069,4/10/2017,4/14/2017,Standard Class,BS-11755
CA-2016-101693,6/25/2016,6/27/2016,Second Class,LC-17140
CA-2016-101693,6/25/2016,6/27/2016,Second Class,LC-17140
CA-2015-145457,3/24/2015,3/27/2015,Second Class,CP-12085
US-2017-163657,9/2/2017,9/6/2017,Standard Class,JL-15235
CA-2017-127474,2/3/2017,2/7/2017,Second Class,RD-19810
CA-2017-115448,11/11/2017,11/14/2017,First Class,MH-18025
CA-2017-105669,9/17/2017,9/22/2017,Second Class,SJ-20125
CA-2015-137974,4/16/2015,4/18/2015,First Class,LL-16840
CA-2015-137974,4/16/2015,4/18/2015,First Class,LL-16840
CA-2017-148985,11/11/2017,11/15/2017,Second Class,TB-21190
CA-2014-138100,9/15/2014,9/20/2014,Standard Class,AA-10315
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320
CA-2014-129938,12/15/2014,12/17/2014,Second Class,EB-13705
US-2015-134558,12/19/2015,12/24/2015,Second Class,PM-19135
CA-2015-108672,9/10/2015,9/16/2015,Standard Class,FA-14230
US-2017-160836,9/11/2017,9/16/2017,Standard Class,CC-12475
CA-2017-121048,7/14/2017,7/18/2017,Standard Class,TC-21295
CA-2017-121048,7/14/2017,7/18/2017,Standard Class,TC-21295
US-2017-161935,7/14/2017,7/18/2017,Standard Class,JL-15835
CA-2016-162383,9/5/2016,9/11/2016,Standard Class,MD-17350
CA-2014-125731,9/10/2014,9/16/2014,Standard Class,CL-12565
US-2017-106145,9/26/2017,9/26/2017,Same Day,RA-19885
CA-2016-107146,6/17/2016,6/19/2016,First Class,LC-16885
CA-2016-107146,6/17/2016,6/19/2016,First Class,LC-16885
US-2017-134642,2/25/2017,3/1/2017,Standard Class,SW-20245
US-2017-134642,2/25/2017,3/1/2017,Standard Class,SW-20245
CA-2017-103415,12/3/2017,12/8/2017,Standard Class,MV-17485
US-2017-112347,12/2/2017,12/6/2017,Standard Class,BS-11380
US-2017-112347,12/2/2017,12/6/2017,Standard Class,BS-11380
US-2017-112347,12/2/2017,12/6/2017,Standard Class,BS-11380
CA-2016-136595,9/5/2016,9/7/2016,First Class,EM-13825
CA-2014-114181,5/10/2014,5/14/2014,Second Class,AF-10885
US-2014-137155,11/1/2014,11/5/2014,Standard Class,DL-12925
CA-2016-105746,12/30/2016,1/1/2017,First Class,BD-11605
US-2016-104815,9/3/2016,9/7/2016,Standard Class,RB-19570
US-2016-166660,1/30/2016,2/1/2016,Second Class,TB-21250
US-2016-166660,1/30/2016,2/1/2016,Second Class,TB-21250
CA-2014-100916,10/21/2014,10/26/2014,Standard Class,FH-14275
CA-2016-138597,12/18/2016,12/21/2016,First Class,PN-18775
CA-2015-142734,4/16/2015,4/21/2015,Standard Class,DM-13345
CA-2017-122945,11/16/2017,11/22/2017,Standard Class,MB-18085
CA-2016-158778,9/5/2016,9/9/2016,Standard Class,DB-13210
CA-2016-158778,9/5/2016,9/9/2016,Standard Class,DB-13210
CA-2016-158778,9/5/2016,9/9/2016,Standard Class,DB-13210
CA-2016-101791,5/27/2016,5/31/2016,Standard Class,BS-11665
CA-2016-101791,5/27/2016,5/31/2016,Standard Class,BS-11665
CA-2015-113740,8/24/2015,8/28/2015,Second Class,SC-20380
CA-2017-151225,10/27/2017,10/29/2017,First Class,JM-15655
US-2014-144078,11/25/2014,11/29/2014,Standard Class,RB-19435
CA-2015-136805,5/23/2015,5/27/2015,Second Class,NM-18445
CA-2014-162089,3/30/2014,4/1/2014,First Class,MP-17470
US-2017-158526,12/29/2017,1/1/2018,Second Class,KH-16360
US-2017-158526,12/29/2017,1/1/2018,Second Class,KH-16360
US-2017-158526,12/29/2017,1/1/2018,Second Class,KH-16360
CA-2017-104885,3/2/2017,3/8/2017,Standard Class,DB-13555
CA-2015-161452,4/5/2015,4/11/2015,Standard Class,CA-11965
CA-2016-138968,3/15/2016,3/16/2016,First Class,FC-14335
CA-2015-101889,12/27/2015,12/31/2015,Standard Class,DB-13120
CA-2015-107685,11/30/2015,12/2/2015,Second Class,JM-15865
US-2014-120740,4/15/2014,4/15/2014,Same Day,PS-18970
CA-2014-105417,1/7/2014,1/12/2014,Standard Class,VS-21820
